공고명,사업요약
(관급자재)임실-장수(2공구) 도로시설개량공사-레미콘(총액),관급 임실-장수2공구-레미콘
(관급자재)임실-장수(2공구) 도로시설개량공사-보강토블록 연결판 ,관급 임실-장수2공구-보강토블록연결판
(관급자재)임실-장수(2공구) 도로시설개량공사-순환골재(총액),관급 임실-장수2공구-순환골재
(관급자재)임실-장수(2공구) 도로시설개량공사-스틸그레이팅(소액),관급 임실-장수2공구-스틸그레이팅
(관급자재)진도 포산-서망 도로시설개량공사-철근콘크리트용 배수로관 ,관급 진도 포산-서망-배수로관
(관급자재)포산-서망 도로시설개량공사 전기공사-라이오재방송설비,관급 포산-서망 전기-라디오재방송설비
"(관급자재, 보조기층) 지석천 오계지구 하천환경정비사업 2차",관급 지석천 오계지구 하천정비-보조기층
"(관급자재, 쇄석골재) 영산강 나주2-2지구 하천환경정비사업",관급 영산강 나주2-2지구-쇄석골재
(교무-교육) 2025학년도 전문학사과정 학생 배부용 전공도서 구매,교무 전문학사 전공도서 구매
(교무-교육) 2025학년도 한국농수산대학교 전문학사과정 학생 배부용 전공도서 구매,교무 한국농수산대 전공도서 구매
(교무처) 2025년도 장기현장실습장 안전관리점검 컨설팅 용역 선정 입찰,교무 장기현장실습 안전점검 컨설팅
(교육운영) 개관20주년기념 어린이날 체험교육프로그램 운영 대행 용역,개관20주년 어린이날 체험교육 운영
(구)농기계임대사업소 철거공사 및 임시주차장 조성공사 건설폐기물처리용역,농기계임대소 철거-건설폐기물처리
(구)농기계임대사업소 철거공사 및 임시주차장 조성공사 폐기물처리용역,농기계임대소 철거-폐기물처리
"(구제역백신연구센터,질병진단,조류질병,해외전염병과)실시간유전자증폭기 4대 구입",실시간유전자증폭기 4대 구입
(기금) 2025년 항공대원 임무장비(야간투시경 3점) 구매,항공대원 야간투시경 3점 구매
(기금) 2025년 항공대원 임무장비(운항헬멧 6점) 구매,항공대원 운항헬멧 6점 구매
(기록관리교육센터) 2025년 기록관리 이러닝 콘텐츠(모바일 겸용) 개발 사업,기록관리 이러닝 콘텐츠 개발
(기록관리교육센터) 2026년 전자기록관리 실습도구(RMS2.0) 유지보수 사업,전자기록 실습도구 RMS2.0 유지보수
(기록관리정책과) 2025년 웹기록물관리시스템 기능개선 사업,웹기록물관리시스템 기능개선
(기록관리정책과) 2025년 중앙행정기관 기록관리기준표 개선 지원 사업,중앙행정기관 기록관리기준표 개선
"(기록협력과)2025년 EASTICA 정기총회 및 제4회 국제기록관리포럼 개최,운영 대행 용역",EASTICA 총회·국제기록포럼 운영
(기획)국가유산 연구개발사업 우수 성과 도출을 위한 기획대상 과제 RFP 정밀설계 연구 용역,국가유산 R&D 기획과제 RFP 설계연구
(기획운영계) 함정승조원 지원시설 신축공사 관급자재 구매(단열재),함정승조원 지원시설 신축-단열재
(기획조정과) 2025년 국립한국농수산대학교 홍보대행 용역,한국농수산대 홍보대행
(긴급) 2025년 경주국립공원 탐방로 정비공사 실시설계용역,경주국립공원 탐방로 정비 실시설계
(긴급) 2025년 대구보훈병원 순환버스 운전원 파견 용역 ,대구보훈병원 순환버스 운전원 파견
(긴급) 2025년 새만금 환경생태단지 위탁 운영‧관리 용역,새만금 환경생태단지 위탁 운영관리
(긴급) 2025년 익산왕궁 축사매입지 사후관리 사업 용역,익산왕궁 축사매입지 사후관리
(긴급) 2025년 인천보훈병원 의약품 자체 연간 단가계약(1군),인천보훈병원 의약품 단가계약1군
(긴급) 2025년 중앙보훈병원 자체구매 의약품 12종 단가계약,중앙보훈병원 의약품 12종 단가계약
(긴급) 2025년 중앙보훈병원 자체구매 의약품 2종 단가계약,중앙보훈병원 의약품 2종 단가계약
(긴급) 2025년 중앙보훈병원 자체구매 의약품 8종 단가계약,중앙보훈병원 의약품 8종 단가계약
(긴급) 2025년 중앙보훈병원 자체구매 의약품 Cefaclor hydrate 3.75g 173종 연간단가계약,중앙보훈병원 의약품 173종 단가계약
(긴급) 2025년 중앙보훈병원 자체구매 의약품 Propofol 120mg 등 66종 연간단가계약,중앙보훈병원 의약품 66종 단가계약
(긴급) 2025년 중앙보훈병원 자체구매 의약품 Rituximab 0.5g 등 7종,중앙보훈병원 의약품 7종 구매
(긴급) 2025년 중앙보훈병원 자체구매 의약품 paclitaxel 30mg 등 227종 연간단가계약,중앙보훈병원 의약품 227종 단가계약
(긴급) 2025년 중앙보훈병원 자체구매 의약품 pregabalin 50mg 등 11종,중앙보훈병원 의약품 11종 구매
(긴급) 2025년 항로표지선(여명2호) 기관 개방검사 수리용역,항로표지선 여명2호 기관 개방검사 수리
(긴급) 2026년 여수지방해양수산청 전산장비 유지보수용역,여수해수청 전산장비 유지보수
(긴급) 2026년 중앙보훈병원 자체구매 진료재료(수술재료) 연간단가계약(고시금액미만),중앙보훈병원 수술재료 단가계약(미만)
(긴급) 2026년 중앙보훈병원 자체구매 진료재료(수술재료) 연간단가계약(고시금액이상),중앙보훈병원 수술재료 단가계약(이상)
(긴급) 2026년 중앙보훈병원 자체구매 진료재료(위생재료) 연간단가계약(고시금액 미만),중앙보훈병원 위생재료 단가계약(미만)
(긴급) 2026년 중앙보훈병원 자체구매 진료재료(위생재료) 연간단가계약(고시금액미만),중앙보훈병원 위생재료 단가계약(미만)
(긴급) 2026년 중앙보훈병원 자체구매 진료재료(위생재료) 연간단가계약(고시금액이상),중앙보훈병원 위생재료 단가계약(이상)
(긴급) 2026년도 평택해양경찰서 전산장비 유지보수 용역,평택해경 전산장비 유지보수
(긴급) 구미전자공고 실습장비구입(스마트팩토리시뮬레이터),구미전자공고 스마트팩토리시뮬레이터
(긴급) 대구보훈병원 2025년 자체의약품 연간 단가계약(수액류)-4차,대구보훈병원 자체의약품 수액류 단가
(긴급) 대전 본원 노후 무정전 전원공급장치(UPS) 구매,대전본원 노후 UPS 구매
(긴급) 여수·광양항 안티드론시스템 구축 설계 컨설팅 용역(종합계약),여수·광양항 안티드론시스템 설계
(긴급) 예술의전당 한가람미술관 리모델링 공사(기계설비),예술의전당 한가람미술관 리모델링 기계
(긴급) 용역집행계획 및 사업수행능력 평가서 제출 공고 [당포항 정비공사 사후환경영향조사용역(공사시)],당포항 정비 사후환경영향조사
(긴급) 중앙보훈병원 의료진 근무복(중기간 경쟁제품) 단가계약,중앙보훈병원 의료진 근무복 단가계약
(긴급)(협상에의한계약)서천군 공유농업가공센터 기계장비 구입,서천군 공유농업가공센터 기계장비
(긴급)(협상에의한계약)서천형 공유농업 플랫폼 조성사업 공유농업 가공센터 가공장비,서천형 공유농업 가공센터 가공장비
(긴급)2025년 대구보훈병원 검사장비(실시간 유전자 증폭장치) 무상임대조건부 검사시약 구입,대구보훈병원 유전자증폭장치 검사시약
(긴급)2025년 벼 병해충방제 지원(상자처리제) 약제 구입,벼 병해충방제 상자처리제 약제 구입
(긴급)2025년 서해청 고정익항공기(CN-235) 정비용역 단가계약,서해청 CN-235 정비 단가계약
(긴급)2025학년도 구미전자공업고등학교 2학년 수학여행 용역,구미전자공고 2학년 수학여행
(긴급)관급(수밀성SMA)국도43호선 길음졸음쉼터 일원 포장보수공사,관급 국도43호선 길음졸음쉼터 포장
(긴급)관급(수밀성SMA)국도43호선 오성2교A2~교포천교A1 등 3개소 포장보수공사 등 5개 공사,관급 국도43호선 오성2교 등 포장보수
(긴급)국가보훈부88골프장 2025년 코스관리 인력 용역 ,보훈부88골프장 코스관리 인력
(긴급)국가보훈부88골프장 2025년 코스관리용 모래(배토자재) 단가계약,보훈부88골프장 코스관리용 모래
(긴급)국가보훈부88골프장 2025년 코스관리용 비료 단가계약,보훈부88골프장 코스관리용 비료
(긴급)국가보훈부88골프장 5인승 골프카 리튬이온배터리 구매,보훈부88골프장 골프카 리튬배터리
(긴급)국가보훈부88골프장 및 실외연습장 체육시설업자배상책임보험 입찰 ,보훈부88골프장 체육시설 배상책임보험
(긴급)국가보훈부88골프장 수변전설비 철거 및 인입선로(전기) 공사,보훈부88골프장 수변전설비 철거 전기
(긴급)국가보훈부88골프장 코스관리용 농약 단가계약 입찰,보훈부88골프장 코스관리용 농약
(긴급)국가보훈부88골프장 펌프장 및 송풍기 간선(전기) 공사,보훈부88골프장 펌프장 송풍기 전기
(긴급)국가정보자원관리원 광주센터 무정전전원장치(UPS) 구축 장기계속사업(3년)_변경,국정자원 광주센터 UPS 구축
(긴급)마산면 송림리 마을만들기사업 지역역량강화 용역(장기계속),마산면 송림리 마을만들기 역량강화
(긴급)문산면 금복3리 마을만들기사업 지역역량강화 용역 (연차사업),문산면 금복3리 마을만들기 역량강화
(긴급)보훈병원 통합정보시스템 어플리케이션 유지관리 용역,보훈병원 통합정보시스템 앱 유지관리
(긴급)서천군 공유농업가공센터 주차장 부지조성공사(토목),서천군 공유농업가공센터 주차장 조성
(긴급)서천군 구청사 건축 리모델링 공사 전기 감리용역 경쟁입찰,서천군 구청사 리모델링 전기 감리
(긴급)서천군 구청사 건축 리모델링 공사 전기 감리용역 경쟁입찰 ,서천군 구청사 리모델링 전기 감리
(긴급)서천군 농촌신활력플러스 Eco-플랫폼 조성사업 신축공사(건축),서천군 신활력 Eco-플랫폼 신축 건축
(긴급)서천군 농촌신활력플러스 Eco-플랫폼조성사업 신축공사(전기),서천군 신활력 Eco-플랫폼 신축 전기
(긴급)서천군 농촌신활력플러스 Eco-플랫폼조성사업 신축공사(통신),서천군 신활력 Eco-플랫폼 신축 통신
(긴급)서천읍 삼산3리 마을만들기사업 지역역량강화 용역(장기계속),서천읍 삼산3리 마을만들기 역량강화
(긴급)영종~청라 연결도로(제3연륙교) 유지관리 물품(소형제설차) 구매,제3연륙교 유지관리 소형제설차 구매
(긴급)용역집행계획 및 사업수행능력평가자료 제출안내 공고[거제시 망치지구 연안정비사업 기본설계용역],거제 망치지구 연안정비 기본설계
(긴급)제3연륙교 환승승강장 및 노후교체용 버스정보안내기 구매,제3연륙교 버스정보안내기 구매
(긴급)종천면 장구3리 마을만들기사업 지역역량강화 용역(장기계속),종천면 장구3리 마을만들기 역량강화
(긴급)초경량비행장치(드론)를 활용한 수질오염 감시업무 대행용역,드론 활용 수질오염 감시 대행
(긴급)포천경찰서 직장어린이집 교재·교구(282종) 구매(지명경쟁입찰),포천경찰서 어린이집 교재·교구 구매
(긴급)화양면 남성리 마을만들기사업 지역역량강화 용역(장기계속),화양면 남성리 마을만들기 역량강화
(긴급-제한경쟁)여수해양경찰서 연안구조정(6대) 야간항해보조장비 구매 설치,여수해경 연안구조정 야간항해장비
(단가)2025년 계획정비 함정 워터제트(HAMILTON) 부속 단가계약,계획정비 함정 워터제트 부속 단가
(단가)2025년 계획정비 함정 주기관(MTU2000기종) 부속 단가계약(특수조건 필독),계획정비 함정 주기관 MTU2000 부속
(단가)2025년 계획정비 함정 주기관(MTU4000기종) 부속 단가계약(특수조건 필독),계획정비 함정 주기관 MTU4000 부속
(단가)2025년 계획정비함정 탱크레벨전송기  단가계약 구매(특수조건 필독),계획정비함정 탱크레벨전송기 단가
(단가)2025년 함정 발전기관(CUMMINS기종) 부속 단가계약(단가계약),함정 발전기관 CUMMINS 부속 단가
(단가)2025년 함정 발전기관(CUMMINS기종) 부속 단가계약(특수조건 필독),함정 발전기관 CUMMINS 부속 단가
